,text,polarity
3208,جميل لكن ضيق زحمه,Neutral
3209,مكان تراثي منظم,Neutral
3210,قراية تراثية جميلة لكن ما زلت تحت التطوير والقادم أجمل بإذن الله,Neutral
3211,احب البلد,Positive
3212,جدا جدا جميل ونظافه,Positive
3213,المتحف الحكومي الاول على مستوى السعودية  مختص باستعراض تاريخ الجزيرة العربية وجميع الحضارات الانسانية التي مرت عليها,Positive
3214,مكان جدا جميل تجد اعلام الدول معلقة تتفاجئ بجناله ببروده الحجر الطبيعية,Negative
3215,المكان جميل ولكن اهمال الامانة البلدية يقتل كل جميل  وحراس الامن والموظفين يسحبون قبل انتهاء الدوام ويتاخرون في العمل صباحا  اما ساحة المتحف الداخلية ف فضيحة  الاشجار الكبيرة سارت مواقف لسيارات الموظفين 😁,Negative
3216,منطقه جميله,Positive
3217,جبل ويعتبر احد الاماكن الاثرية في محافظة الاحساء  اخيرا تم عمل سياج حوليه ودفع رسوم لدخول الى المغارات والكهوف داخل الجبل,Negative
3218,مكان تاريخي و في قمت الروعه و الجمال,Positive
3219,جميل في الشتاء,Positive
3220,يحتاج الى تطوير واضافات جديدة,Positive
3221,شى رائع,Positive
3222,مكتبة رائعة تحتوي على كتب متنوعه وجميلة  ومكان جداً هادئ وكبير واماكن مخصص للقرائه وهدوء,Negative
3223,يارب يرجع الزمن الجميل يارب ترجع الايام الحلوة,Positive
3224,اعتقد انه من اهم وافضل الاماكن التي يجب عليك زيارتها اذا تواجدت في المنطقة الشرقية  و نسعد جميعا بوجود مكان مثل هذا والذي يعد من مظاهر التطور في الثقافة والفن  المكان جميل ومناسب لرحلة عائلية وقد استغرقت  ساعات ما بين المتحف و معرض الطاقة,Negative
3225,يجمع الماضي باسلوب الحاضر ممتاز,Positive
3226,المكان جميل وهادى,Positive
3227,ناقصها عربات الباعة المتجولون حق الأكلات الشعبية القديمة مثل البطاطس المقلي والسمبوسة والأقراص والمخبوزات الشعبية المعروفة,Positive
3228,جميل انصح فيه,Positive
3229,قصر ابراهيم الاثري يستحق الزيارة,Positive
3230,ماله طعمة ابدا,Positive
3231,تمثل تراث المنطقة من سكن وأدوات منزلية وسوق شعبي حسب البيئة,Neutral
3232,لعدم,Positive
3233,قلعة أثرية رائعه تستحق الزيارة,Positive
3234,ماشاء الله تجنن بس تفتقر للمطاعم الفنادق الخدمات بصفه عامه,Neutral
3235,تشكل صخري عجيب وغريب عباره عن مغارات باردة وتم انارتها ورصفها  المكان يحتاج لتوسيع أكثر  كنحت بعض الصخور او ازالتها وهكذا  زرته بتاريخ  ه,Positive
3236,لا يوجد خدمات واللي موجوده مهمله,Positive
3237,ماء البحيره يحتاج لتجديد لونه اخضر من الزمن,Positive
3238,متحف أكثر من رائع يشرح لك من هجرة الرسول صلى الله عليه وسلم إلى وفاته,Negative
3239,تم ترميم مسجد جواثا بواحة الأحساء الحبيبة بشكل ممتاز,Positive
3240,يحتاج عنايه اكثر ونظافه اكثر وللاسف الاغاني ف المنتزه لم يحترمو المسجد الذي اقيمت فيه ثاني جمعه بالاسلام حسبي الله ونعم الوكيل,Positive
3241,روعة ومجاني فيه معلومات طيبه عشر دقائق وانت منتهي بس يا ليت يفتحون المحطة الداخلية,Negative
3242,ممتاز جدا وروعه مناظر خلابه واثريه جدا,Positive
3243,معلم اثري هام لمدينة الأحساء,Positive
3244,تحفه مكان رائع للاسرة و الطفل,Positive
3245,سبانش لاتيه من الاخر 😋,Positive
3246,مقفله,Positive
3247,بلده العلا جميله جدا وجلسنا بكوفي الرحبه اجواء الكوفي ذا اجواء مصريه واريقه جدا والقهوة التركيه مره ممتازة عنده,Neutral
3248,قصر جميل حيث المحافظة على الآثار الماضية لقصر المؤسس طيب الله ثراه الملك عبدالعزيز بن عبدالرحمن ال سعود,Positive
3249,مقبوله,Positive
3250,اول مسجد في بلاد هجر اول مسجد صليت فيه الجمعه في الاسلام بعد مسجد الرسول في المدينه أسس في السنه السابعهللهجره سنة  ميلادي,Positive
3251,😍 رائع ونرجوا من زائرين ينبع عدم رمي الاكياس او الاوراق في الحديقة و البحيره في طيور واسماك راح تتضرر,Neutral
3252,متعة السياحة في الأحساء,Positive
3253,المعرض مميز و جميل ولاكن يعيبه عدم فتحه للجمهور بشكل منظم,Neutral
3254,جيد انصح فيه مافي مشكلة ادفع ٥٥ ريال للطفل يلعب لكن ليش ادفع ٣٠ ريال للمرافق و بالداخل لا يوجد أي فعاليات للمرافقين سوى الجلوس و انتظار الأطفال,Neutral
3255,جميله ومرتبهيعيبها انها قريبه من المصانعوروائح الغازات منتشره بصوره مؤثره,Negative
3256,اعادة النظر باسعار الدخول,Positive
3257,تراث المملكة العربية السعودية مجموع ثمين وبه مجدنا أصالتنا وانتماءنا,Negative
3258,جميل👍🏼👍🏼,Positive
3259,العلا أكبر تراث أثري وثروة وطنية وأكبر تجمع لآثار لأقوام وحضارات غابرة من معينية وديدانية ونبطية ولحيانية العلا التي كانت حاضرة التجارة قديمًا نظرًا لوقوعها على طريق البخور والتوابل تعد اليوم ملتقى للسياح بلا منازع لمشاهدة آثارها وقمم,Neutral
3260,مكان رائع للعائلات والاطفال,Positive
3261,كان مغلقا دون تحديث ذلك اونلاين,Positive
3262,يستحق الزياره مكان مرتب يحتوي على الكثير من المجسمات منذ مولد النبي محمد صلى الله عليه وسلم والغزوات والمعجزات وليلة الاسراء بتتعلمو كثير فيه وبتستفيدو ما اجمل العيش مع سيرة النبي صلى الله عليه وسلم قبل الجوله قدمت لنا قهوه وتمر راائعه قهوتهم جربوهاونهاية الجول قدم لنا شوربيت اهل المدينه يعطيهم الف عافيه على هالمعرض وهالتنظيم,Positive
3263,روعه انصح به,Positive
3264,حلو ومرتب بس زحمه,Positive
3265,رائع المكان رغم يفتقر حاجات كثيرة فيه والحين صار لي فترة م رحته وان شاء الله بأيام العيد🙄,Neutral
3266,متحف جميل جدا وتعامل الموظفين جدا راقي,Positive
3267,مكان يتحدث عن الماضي,Positive
3268,جميلة ولكن الحديقة صغيرة وكثرة الذباب فيها,Neutral
3269,الحديقه جميله ومرتبه ونظيفه بالنسبه لواقف السيارات توجد مواقف ومجانيه جميله ومريحه لااطفال عشان عربياتهم او عربيات ذوي الاعاقه الممرات جداً سهله,Neutral
3270,معجب في الزيارة,Positive
3271,جشع في الاسعار وفرض رسوم للدخول غير الاكل,Positive
3272,تراث جميل انصح بالزياره,Positive
3273,مسجد جواثى أو جوثا أو جواثا يقع في محافظة الأحساء شرق المملكة العربية السعودية ويبعد المسجد الذي يقع ضمن متنزه يعرف بالاسم نفسه نحو  كيلومتراً شمال شرق مدينة الهفوف بني هذا المسجد في عهد النبي محمد عليه السلام وتشرف ببنائه سكان,Neutral
3274,مكان جميل و تجربة رائعة,Positive
3275,مكان جميل ع البحر يحاكي تراث المنطقة السهل والجبل,Positive
3276,جميلة جداً وشرحة فيها  متحف يحتوي على ١ متحف حيواني,Neutral
3277,مبالغ بالتذاكر,Positive
3278,العلا الجميلة تاريخ وحضارة,Negative
3279,احب هالمكان شرح وفيه مطاعم حلو,Positive
3280,تلفريك جميل لكن قصير المسافة مقارنة بالموجود في الجنوب يوجد قريه سياحية في الأسفل جميلة لكن تحتاح الى توسعة واضافة المزيد من الخدمات,Neutral
3281,تم زيارته اليوم الساعه ٩٣٠ ص وكان مغلق ليسى كما هوا واضح في قوقل ماب كان على الباب موظفه و رجل امن المركز جميعهم اخلاقهم سيئه جدا,Neutral
3282,مغلق للصيانة,Positive
3283,من أجمل الاماكن بينبع الصناعية ومكان جدا رائع,Positive
3284,اكل لذيذ الطابق الثاني في تراث و سوق شعبي و في مطل على البحر 👌,Positive
3285,جميل بس ينقصه النظافه,Positive
3286,تراثي وجميل,Positive
3287,للأسف جيت انا وعائلتي من الرياض لزياره المكان وجاني خبر وفاة جدتي الله يرحمها ويسكنها فسيح جناته بعد دخولنا مباشرة وعندما اخبرتهم اني مضطر لألغاء الطلب تضايقو مني وخرجنا مسرعين 💔 ارجو الدعاء لها بالرحمة والمغفرة لكل من يقرا,Negative
3288,جميله جدا واجواء اجمل,Positive
3289,شيء مُبهر جداً  انصح بزيارته وبشدة👌,Positive
3290,متحف ممتع و جبار انصح بزيارته,Positive
3291,اكتبوا ان الموقع مُغلق بسبب جائحة كوروناثاني مره ازور المكان مُغلق,Positive
3292,جميله جدا وبصراحه احلى متحف و المرشدين جدا ذوق ومحترمين جزاهم الله خير,Positive
3293,غالي الدخول للشخص الواحد  ريال والأفراد مسموح لهم بس يوم السبت والصباح بعد,Positive
3294,ممتاز وفيه كل الأشياء القديمة ومرتبة,Positive
3295,ممتاز وجهد مبارك,Positive
3296,هل المكان مريح و يدعم لذوي الاحتياجات الخاصه,Positive
3297,جمميل معلم تاريخي عثماني,Positive
3298,المكان يهبل ومنوع من ناحية المطاعم والكوفيهات بس لو يشيلون الانوار الموفيه مزعجه للعين صراحه 🙄🙄,Positive
3299,موقع سياحي من اجمل الاماكن بالأحساء ولاكن ينقصه بعض التفعيل لجذب السياح إليه وخفض تكلفت الدخول ف ريال جدا مبالغ فيه اتمنا ان يكون السعر رمزي ليكون الجذب اقوى,Positive
3300,كانت تجربة ممتعة فعلا مع زميلاتي العزيزات وبدعوة من قسم الاجتماعيات الشتاء الماضي وأنصح من يربي أطفالا ان يستبدل النزهات المعتادة بين مجمعات التسويق و مطاعم الوجبات السريعة بزيارة المركز وتسجيل أبنائه فهذا المكان آمن و مثري وشبه مجاني,Negative
3301,الحديقة منظمة ونظيفة لكن ينقصها وجود مطعم او كفتيريا بجلوس خارجي لكن اجمالا متنفس جميل للاطفال وللكبار ايضا,Negative
3302,زحام,Positive
3303,مكان جميل لمحبين التراث,Positive
3304,مكان اكثر من رائع يستحق الزياره 👍🏻,Neutral
3305,هادي وجميل جدا ينفع توقف السيارة وتمشي في المنطقة,Positive
3306,جيد لكن لابد من الاستفادة من المتاحف الاوربيه,Negative
3307,من أجمل متاحف جدة,Positive
3308,المتحف جميل عبارة عن اثار وتحف اسلاميه قديمة لاكن الحديقة سيئة جداً لايوجد اي اهتمام لها والحمامات لا تفكر تذهب اليها حتى لا تخصر صحتك مر شدة وساختها اتمنى الاهتمام اكثر بالحديقة حيث يوجد بها عربة القطار,Negative
3309,مكان رايع وجميل وطبيعه خلابه,Neutral
3310,احلى مكان في حياتي,Positive
3311,رائع ورهيب,Positive
3312,مكان جميل يستحق الزياره داخل القاره بارد ومنعش,Neutral
3313,تحسنت اكثر من اول الكبار ب ١٠ ريال الاطفال ب ٥ ريال رسوم الدخول,Negative
3314,فيه تاريخ الحرم المدني بالمجسمات,Positive
3315,أكثر من رائع وتنظيم ممتاز 😍 والتصميم شي ثاني دخلنا المكتبه ومتحف الطفل وكان حلو بالمتحف كان بودنا معنا مرشد أو أحد يشرح أفضل👍🏼,Neutral
3316,المدينة المنورة كانت احلى سفر عندي و شكرا لكم,Positive
3317,انصح بزيارة القريه جدا روعه,Positive
3318,مكان جيد للتمشية و انصح في مطعم النخيل هناك,Positive
3319,جميل جدا لكن كان في فعاليات لا تعمل أو مغلقة مع كذا أنصح بالزيارة,Positive
3320,جدا جميلة وكبيرة,Positive
3321,رائعة جداً وبسعر جيد,Positive
3322,لم ادخله,Positive
3323,مسجد جواثا الاثري مكان جميل ونال اهتمام الامانة اخيرا يشتمل على جلسات رائعة,Neutral
3324,لنفسك,Positive
3325,المكان رائع ويمضي الوقت في المشي 🚶 والاستمتاع الثقافي والفني والمعرفي للتراث والمناطق وكذلك وجود كثير من الجهات الحكومية التي تقدم بعض النصائح والاقتراحات للمواطنين,Negative
3326,بهرجه,Positive
3327,مميزة لقضاء وقت مع العائلة واسعار الدخول بسيطه تستحق الزيارة,Positive
3328,رائعه طقس جميل وفعاليات اجمل,Positive
3329,مغشوش,Positive
3330,الاهتمام بتراث الوطن الغالي,Positive
3331,جيد لكن عند الوصول اتضح انه الدخول للشخص الواحد ب ٢٠ ريال والاطفال مجانا,Positive
3332,مهرجان جمييل جداً ويعبر عن تراث المملكة بجميع مناطقها وبعض من وزاراتها التنظيم والموافف السيارات والنظافة ممتازه جداً ويوجد باصات تنقل من عدة احياء في الرياض,Neutral
3333,مكان رائع مزدحم ليلاً يوجد به مطاعم وكافيهات يوجد موتقف سيارات ولكن غالبا ممتلئه,Negative
3334,رائع لكن سعر التذكره ٥٠ ريال لكل شخص مبالغ فيه ايضا محل الهدايا الموجود في المكان كان فيه تلاعب بالاسعار,Positive
3335,من اجمل الاماكن بينبع ممتعه وجميله 👍,Positive
3336,روعه والسنه دي مختلف جدا وفي حاجات احسن بكثير,Neutral
3337,غني عن التعريف لكن تظل أسعار الدخول مبالغ فيها وبقوه,Positive
3338,مكان جميل جدا ورائع التصميم,Neutral
3339,جميله ونظيفة ومرتبة,Positive
3340,الأسعار مبالغ فيها,Positive
3341,هو متحف مملوك لهيئة المتاحف السعودية ويقع المتحف في مدينة حائل مجاور لمركز الأمير سلطان الحضاري بحائل على مساحة إجمالية تقدر م تم افتتاح المتحف في عام م بعد عمليات التجديد,Negative
3342,نصيحه,Positive
3343,صراحه مكان جدا جميل وهادئ و في فعاليات  بركه رمضان جدا جميل ومناسب  و رائع رمضان  راح يحبوا الاطفال في مسرح مسابقات وجوائز وسحوبات قيمة,Positive
3344,حديقة ممتازة لكن مساحتها صغيرة,Positive
3345,الحديقة جميلة جداً وكبيرة اسعارها مناسبة روحوا لها اذا برد الجو  فيها كوشكات تبيع مويه ومفرحات فيها منظار طبيعيه وانواع كثيرة من الحيوانات والطيور بس للاسف علشان كورونا ما تقدرون تجلسون في المسطحات الخضراء,Positive
3346,جميله و هادئه فيها العاب للاطفال و نظيفه و حلوة للمشي و قريبه من البيوت و بعيدة عن الشوارع يعني ما تخاف على اطفالك,Negative
3347,مكان جميل متنفس للعائلة به احتفالات الألعاب النارية باليوم الوطني,Positive
3348,كانت تجربة ممتعة الموظفين جدًا متعاونين وروحهم حلوه أكيد راح أجي مره ثانيه,Positive
3349,جميلة ومرتبة وإطلالة جميلة,Positive
3350,منتزه هادي ونظيف وفيه بحيرة صناعية صغيرة  ومفتوح  ع مدار اليوم  ويوجد فيه العاب اطفال,Negative
3351,السلام عليكم جده القديمه البلد في هذا العام ١٤٤٠ تعتبر نقلة جميلة لكي تعيش اجواء الماضي  ويعتبر متنفس سياحي للعائله ليشاهدو جمال المباني القديمة المزينه بالاخشااب الروشن وكذلك تحف زمان  وايضا هناك بعض الوجبات  السريعه والبليله وايسكريم زمان  بشكل عام لا يمنع بأخذ جولة ولن تندم محبكم ابوخالد,Neutral
3352,لا بس به,Positive
3353,متحف جميل يستاهل زيارة من وقت لآخر,Positive
3354,اعجبني جدا بحر من التاريخ والعلوم,Positive
3355,مناسبه للعوائل,Positive
3356,مكان جميل وبارد في اغلب الأوقات يوجد بالأعلى سوق شعبي ومتنزهات طبيعية بها جلسات مظلله و تلفريك,Neutral
3357,معلم سياحي راقي لايوجد مثله وكبره,Positive
3358,تم منعنا من التصوير مع السماح لمجموعة أخرى سياحية بتصوير كل شيء  أسعار التذاكر مبالغ بها بشكل كبير,Negative
3359,بلا,Positive
3360,لا بأس بها,Positive
3361,المتحف مقفل بس فعاليات الاطفال حلوةمبنى الطاقة جميل وذو فائدة تاريخية وعلمية,Neutral
3362,نفسي ازورها,Positive
3363,غير مهيأ للزيارة ولا يوجد عناية به كمعلم سياحي,Positive
3364,مهرجان وطني تراثي غني عن التعريف هالسنه الجنادرية تنظيم و فعاليات جميله وتخدم كل الأسرة فيه اجنحه خاصة للرجل والمرأة والطفل والعاب نارية وضيف الشرف هالموسم  اندونيسيا,Neutral
3365,مكان جميل جدا بترتيبه بالطيور البحيره مساحات خضراء واسعه متنفس للعائلات,Neutral
3366,اجتهاد شخصي من صاحبدارالتراثموفق ورائع ومنظم ومحب للتراث والقديم وأعجبني اصراره على سيارة بيجو قديمة جدا وجدها مغمورة بالرمال عند التشليح واشتراها وقام بتجديدها وعرضها بالمتحف,Neutral
3367,الحدائق حول المتحف فوق وصف الجمال,Neutral
3368,روعه مكان خضار وجو فخم بس لازمم لبس ثقيل,Positive
3369,بصراحه روعه بس نرجو منكم الاهتمام بنظافة اكثر  اما استقبال صاحب المتحف لنا في قمة التواضع وانصح بعض العوائل الانتباه من اطفالهم عند زيارتهم لمثل هذه المتاحف وشكرا,Negative
3370,مكان جميل وبالأخص الأجواء داخل القرية ممتعة حيث يوجد متحف للسيارات والحيوانات المحنطة والعملات وباقي الأشياء القديمة كما يوجد سوق لبيع التحف الهدايا ويوجد أيضاً مقهى,Negative
3371,مكان جميل جدا وتنسيق الشجيرات متعوب عليه مياه البحيرة فقط تحتاج عناية,Neutral
3372,تجربتي كانت في الليل في الظلام الدامس لم أستمتع ب المشاهدات سوى الشوارع المضاءة فلا أنصح بركوبه بالليل,Neutral
3373,لاجديد,Positive
3374,المكان لطيف وهادي مافيه محلات كثير وفي مطعم واحد حليو ك تغيير جو,Positive
3375,لا أرى أنه جميل,Positive
3376,منطقة الهدا في غرب مدينة الطائف والمطلة على قمم جبال الكر المطلة على اعظم واقدس بقعة في العالم الا وهي مكة المكرمة تتميز بمناخ وطقس بارد صيفا حيث تعتبر واجهة للسياحة الداخلية والدينية بالمملكة ولكنها تحتاج لمزيد من الاهتمام والارتقاء بالخدمات الحقيقية,Neutral
3377,المكان جميل وراقي مهتمين بالنظافة الفعاليات جميله ومستمره حتى في وسط الاسبوع,Positive
3378,مكان رايق صغير و مرتب,Positive
3379,اطلاله جميله للجبال,Positive
3380,احضرو الى هاذا المكان انه جميل وفيه العاب للاطفال و المبتدئين,Negative
3381,جميل والتنظيم خورافي,Negative
3382,مهرجان جميل  بس للمسؤلين نصرخ بعالي الصوت  الطرق المؤدية للمهرجان يجب مراقبتها وفك الإزدحام والإختناقات التي تحصل وتصير فيها بسبب جهل الزوار  وأتكلم عن الطرق البعيدة والقريبة بحاجة لمراقبة وتنظيم وتوجيه من رجال المرور ووضع لوحات,Negative
3383,حديقه مدهشه فيها العديد من وسائل الراحه والترفيه من العاب للاطفال الى المطاعم والكافيهات ويمكنك اتمتع بالعديد مم اشكال الحيوانات المختلفة والجميله,Positive
3384,ممتاز بس ليته مفتوح على طول,Negative
3385,مكان هادي نظيف مرتب,Positive
3386,وصلنا متأخرين ما ركبنا اجلناها بعدين  السيئ في الموضوع المواقف يا عالم المواقف 🚐🚗🚙🚙🚚🚐 ردمية حجر تطلع من المواقف انت وحظك يابنشر او ورشة بس من الداخل  تنظيم ونظافة,Negative
3387,مركز الملك عبدالعزيز الثقافي  مجمع لبعض العلوم الكيميائية وبه بعض الاقسام للاطفال مثل السينما ومسارح الاطفال ومتحف الاطفال  وايضا به اقسام تعريفية بالبترول الخام وطرق التكرير,Positive
3388,اكثر من روعه جميله جدا واسعدت بزيارتها,Positive
3389,هل افتتح المحل,Positive
3390,من اطيب والذ الاكل الشعبي السعودي يمكن ان تتذوقه لديهم 👌🏼,Neutral
3391,متحف جميل يعيد ذكريات مدينه جدة التاريخيه,Positive
3392,ياريت يكون فيها اهتمام,Positive
3393,التطوير الاخير واللي جالس يصير بالحديقة جيد ويبشر بتغيير للافضل ان شاء الله  مناسبة للعائلة خاصة بالشتاء  اوقات الويكند غالبا تكون مزدحمه  اعتقد ان لديهم رؤية لجعلها مكان افضل بكثير من ناحية عدد الحيوانات وانواعها والمرافق الترفيهيه والمقاهي وايضا مناطق العروض من مسارح وشاشات,Positive
3394,جبل القارة موقع جميل ومشوق انصح وبشدة زيارة الموقع,Positive
3395,مزرعه فيها فله دورين نظيفه مرتبه  معها مسبح جانبي تصلح للعوائل الكبيره تحتاج عنايه بالزرع وزراعه الجهه المقابله للبيت,Negative
3396,نظيفه ورائعه و ٥٥ ريال للشخص,Neutral
3397,تصميم جيد لكن المتاجر قليلة,Positive
3398,حديقة جميلة وهادئة وترتيب وتنسيق أجمل مع وجود دورات مياه ومصلى تنفع ايام الربيع والشتاء للي ما يحبون البر انصح بها,Negative
3399,مكان رائع وممتع يستحق الزيارة المكتبة  راحة نفسيه تقراء بكل راحة وهدوء💓,Negative
3400,الافضل يكون معاك مرشد,Positive
3401,افضل مكان بنسبة ليا 🤩,Positive
3402,مجنونه بحلاه,Positive
3403,متحف التصميم التراث القديم لايوجد فيه محلات الداخل يفتح وقت الفعاليات التي تحدده يتم الإعلان عنها الواحا المعلقه الامارات الشوارع او موقعهم  المتحف يتوجد عروض التراث يتوجد شركة المراعي ونادك لعرض منتجاتهم او توزيع بعض منه اعلى الزوار المتحف مجاني,Negative
3404,السوده تعتبر من اعلى قمم الجبال في السعوديه مكان جميل جدا تكثر فيه اشجار العرعر بارده جدا في  الشتاء وفي الصيف تكون بارده بس الجو حلو وتكون زحمه في الصيف,Neutral
3405,قمة الراحه النفسيه بذا المكان جميل ونظيف والناس محترمين ❤️❤️❤️ و كان زيارة جدا ممتعه مع الأهل وان شاءالله نكررها,Positive
3406,جميل ومناسب للعوائل والاجتماعات الترفيهيه,Positive
3407,جدا جميل لكن لا يصلح لكبار السن لان الدرج جدا متعب ولا يوجد اصنصير,Positive
3408,مكان جميل لكن صغير المفروض متحف عاصمة التاريخ اكبر من كذا,Positive
3409,ممتاز لكن ينقصه التكييف,Neutral
3410,من أفضل المتاحف للتعرف على السيرة العطرة للرسول الكريم صلى الله عليه وسلم,Positive
3411,المعرض جميل وممتع في البدايه توقعت اننا بنخلص بسرعه لانه مو كبيرلكن ساره عيشتنا جو المكان وتحملت حماس الاطفال وازعاجهم واسألتهم لدرجة ماحسينا بالناس حوليناشكرا لك👏🏼,Positive
3412,اخذت منهم سمبوسه نيه اعطيها,Positive
3413,الصراحة أنا انصدمت فيها  بدل ما يعملوا فعاليات تناسب معنا كمجتمع مسلم  جايبين فرقه غنائية ويحسسونك أن الزوار جايين علشان يسمعوا اغاني ولا يوجد إهتمام للأمانه ودخلت البيت الجبلي  الصراحة تحس فيه عشوائية والآثار ماهي مرتبه بشكل مناسب  وحاطين عليه وأحد عامل بنقالي  مسئول عنه والله شي غريب,Positive
3414,مكان رائع ينقلك من جبل الهدا حيث الجو البارد الى قرية الكر  القريبه من مكه حيث الجو حار مشابه لجو مكه تحتوي قرية الكر على العاب سيارات و مسابح للرجال وللاطفال,Negative
3415,المكان جميل قوي ووممتع للكبار والصغار يوجد داخل الحديقه ميني ماركت في كل مكان والتذاكر اسعارها جميله الكبار ١٠ ريال والصغار فوق ٣ سنوات ٥ ريال وركوب القطار ٢ريال و١٠ هلله بجد مكان رائع وكبير وجميل,Neutral
3416,منتزة جواثا  الجديد جميل جدا ما شاء الله تبارك الله اجواء حلوة وفعاليات وأماكن  جلوس واستراحة مطاعم كثيره ومتنوعة وكوفيهات وبحيرة البجع  واسعار تذاكر الدخول مبلغ عشرة ريال يعتبر مبلغ مقبول جدا,Positive
3417,تجربة جميلة لكن حرارة الجو العالية افسدت الرحلة,Positive
3418,مسجد مرتبط بالمتحف تحفة معمارية اسلامية,Positive
3419,المكان جميل مطل على البحر لكن لا انصح ان يتم قصدها من مكان بعيد  اجمالا المكان نظيف وجميل لكن لا انصح بقطع مسافات كبيرة للوصول اليها,Negative
3420,مكان يستحق الزيارة مغلق حاليا,Positive
3421,مكلف,Positive
3422,ممتاز جدا جدا,Positive
3423,الشباب متعاونين جدا وعندهم خبرة ومعلومات متكاملة عن المتحف وموادة ملاحظة بسيطة كان فيه تأخير نص ساعة  في فتح المتحف الصباح,Neutral
3424,برج اثراء المعرفة يعتبر رمزآ للماضي والحاضر والمستقبل  تم بناءه في مكان اول ينبوع نفط في هذه المنطقة يوجد في هذإ التحفة الهندسية الرائعة مكتبة لجميع الكتب بالغة العربية والانجليزية وصالة لعرض الافلام بلازا وايضآ حديقةلجميع الاشجار في,Positive
3425,إدارات علا مستوى رفيع ومحترمين اشكركم علا حسن الاختيار,Negative
3426,مهرجان رائع يستحق الزيارة 🥰,Positive
3427,جميله جميله ويوجد بها تراث اهل المنطقه,Neutral
3428,مكان جميل جداً والله,Positive
3429,روعة و جمال و أجواء خيالية في فصل الصيف لابد من التجربة,Positive
3430,جميل لكن لايوجد الكثير من المرشدين,Positive
3431,ممتاز خاصة بعد إعادة ترميمه  حيث يعتبر مسجد جواثا رمزا اسلاميا ذو قيمه عاليه لدى المسلمين عامة ولدى الأحسائيين خاصه لأنه يعتبر مركز فخر لهم وضارب في التاريخ والعمق,Neutral
3432,الظنون,Positive
3433,جميل جدا وخاصة وقت العصر والمكان يحتوي على أشياء التراثية وأسواق أيضا تراثية وكما أن موقعة أيضا يقع على البحر,Positive
3434,جميل جداوتعامل الموضفين حلو جدا المتحف يتكلم عن النبي بتفاصيل حياته وبه مجسمات تعرض بشاشاتD ومجسم يحاكي بنيان المدينه على وقت النبي وكل شاشه به معلومات  بس في وقت كرونا تاخذ نبذه عن المعرض مع مشرف يشرح لكن ان شاء الله نزوره بعد كرونا,Negative
3435,لاباس لكن اللى اللى يبيعون غالين مره  يطردون الزوار بالغلا الأسعار وتحتاج إلى اهتمام,Neutral
3436,الموقع جدا جميل ويحتاج الزياره,Positive
3437,المكان رائع ومثير ومنوع ومميز,Neutral
3438,مزار سياحي جميل,Positive
3439,رائع رائع جداً جميل,Neutral
3440,ممتاز جدا جدا أشياء تراثية وقريب من مهرجان جيزان,Neutral
3441,جميل جدآ يحتاج ممرات كهرباء للسير الداخلي للتخفيف من معاناة المشي لكبر الموقع وكذالك يحتاج إلى دورات مياه نظيفة وموزعه,Positive
3442,مطعم تجد فيه جميع الاكلات الشعبيه السعوديه وبطعم اكثر من رئع,Positive
3443,للاسف انصدمت منها مافيها حيوانات كثيره تخيلوا ثلاثه اسود وثلاثه نمور ه عند صديقي حديقه اكبر منها وفيها حيوانات اكثر منها شي يقهر الصدق,Positive
3444,ممتاز خاصة المكتبة,Positive
3445,مكان رائع تاريخي ينقلك إلى عبق الماضي,Positive
3446,اجمل تمشيه فالرياض تتعبك التمشيه والناس الحلوه الي بتوشفها حقين الديره لاتقربون😂😂,Positive
3447,عادي,Positive
3448,من احلا وأجمل المناطق التراثية العامرة بحب الاحساء واهلها وإمارة الاحساء وبلديتها الرائعة والقائمين المحبين الاحساء من مسؤلية ادارية وتجار اوفياء للمنطقة وابناء الاحساء الأوفياء الذين حملو علي عاتقهم,Negative
3449,رائع رائع رائع ✨😀👍,Neutral
3450,انصحكم تزورونها شىء خرافي واحترافي اللي موجودة هناك اللي يحب يعيش الماضي والتاريخ عن قرب عليكم بهذا المتحف الجميل الأكثر من رائع اتمنى لكم زياره موفقة ومباركة بإذن الله,Neutral
3451,مكان ما شاء الله تبارك الله فخم وضخم واجهة الخبر الثقافية الاولى,Positive
3452,سياحي,Positive
3453,يحتاج الى اهتمام اكثر,Positive
3454,منتزه جيد ولاكن يحتاج اهتمام من البلديه بالثيل ويحتاج زيادة المسطحات الخضراء جيد للعوائل,Positive
3455,سكةحديد الحجاز غنيه عن التعريف مشهوره من سابق الايام الان عاملينها متحف لكن بدون عنايه,Neutral
3456,المكان جميل والمطاعم متنوعه لكن لاتوجد مواقف كافيه للسيارات,Neutral
3457,أعلى قمة واجواء خيالية,Positive
3458,ماكان يوجد بة بعض اثار تاريخ المدينة ينصح بزيارة المكان لتثقيف الأبناء,Positive
3459,تحفة معمارية وثقافية مميزة جداً في عدة مجالات وثرية بالمعلومات القيمة يستحق عدة زيارات وخاصة معرض الطاقة,Negative
3460,مكان جميل وهادئ ونظيف يذكرك بالماضي الجميل ينصح به,Positive
3461,المكان جميل ورائع,Neutral
3462,تغيرت تغير جذري في تنوع الحيوانات وفي الترتيب والتنطيم شكراً لأمانة منطقة الرياض,Negative
3463,زحمة حج,Positive
3464,حديقة رائعة جداً,Positive
3465,نشكر بلدية  واهالي جازان على هاذا التراث الجميل وموقع على البحر خورافي,Negative
